Price,Adj Close,Close,High,Low,Open,Volume
Ticker,MAHLOG.NS,MAHLOG.NS,MAHLOG.NS,MAHLOG.NS,MAHLOG.NS,MAHLOG.NS
Date,,,,,,
2022-10-10,517.078369140625,525.5999755859375,530.0,521.0,527.5,183290
2022-10-11,515.9962768554688,524.5,529.7999877929688,521.5,528.25,126014
2022-10-12,513.8319091796875,522.2999877929688,525.9500122070312,519.75,523.2000122070312,65565
2022-10-13,510.1427307128906,518.5499877929688,523.75,516.25,520.0,37132
2022-10-14,518.4065551757812,526.9500122070312,530.8499755859375,520.0,521.2999877929688,78874
2022-10-17,515.2583618164062,523.75,533.5,518.25,526.9500122070312,70701
2022-10-18,536.5081787109375,545.3499755859375,548.0,522.0499877929688,526.4000244140625,357830
2022-10-19,538.279052734375,547.1500244140625,554.7999877929688,540.3499755859375,545.3499755859375,164351
2022-10-20,537.9346313476562,546.7999877929688,559.0,542.0499877929688,547.1500244140625,270996
2022-10-21,526.7686767578125,535.4500122070312,551.7999877929688,525.3499755859375,547.0499877929688,118711
2022-10-24,529.966064453125,538.7000122070312,545.0,533.0999755859375,539.0,22144
2022-10-25,533.9011840820312,542.7000122070312,548.0,530.5499877929688,537.5,98114
2022-10-27,530.8513793945312,539.5999755859375,545.0,533.2000122070312,545.0,40086
2022-10-28,530.60546875,539.3499755859375,544.5,536.0,536.0,52558
2022-10-31,529.818359375,538.5499877929688,548.0,530.2000122070312,540.0,108761
2022-11-01,533.360107421875,542.1500244140625,546.2000122070312,536.5499877929688,540.0,68113
2022-11-02,535.8687744140625,544.7000122070312,549.9500122070312,535.4500122070312,543.0,227906
2022-11-03,542.2141723632812,551.1500244140625,558.0,540.2000122070312,544.7000122070312,141199
2022-11-04,529.27734375,538.0,556.9500122070312,531.0499877929688,553.9500122070312,122410
2022-11-07,513.9302978515625,522.4000244140625,549.0,518.0,548.9000244140625,280655
2022-11-09,511.5692138671875,520.0,525.9500122070312,516.25,522.4000244140625,147371
2022-11-10,508.1750793457031,516.5499877929688,522.0,510.25,518.0,94719
2022-11-11,496.7140197753906,504.8999938964844,527.5999755859375,503.75,520.3499755859375,148437
2022-11-14,484.2199401855469,492.20001220703125,507.95001220703125,491.0,505.0,130754
2022-11-15,490.6637268066406,498.75,500.0,492.0,494.70001220703125,59265
2022-11-16,510.58538818359375,519.0,521.5999755859375,501.0,501.25,161968
2022-11-17,507.28973388671875,515.6500244140625,525.0,511.3999938964844,519.0,102238
2022-11-18,500.5015869140625,508.75,521.0,505.0,516.0,29405
2022-11-21,483.0885314941406,491.04998779296875,507.3999938964844,490.0,505.54998779296875,96865
2022-11-22,476.79229736328125,484.6499938964844,497.8500061035156,483.25,493.8999938964844,56579
2022-11-23,489.04046630859375,497.1000061035156,499.79998779296875,480.25,484.6499938964844,257999
2022-11-24,496.6648254394531,504.8500061035156,512.7000122070312,497.04998779296875,499.0,80290
2022-11-25,495.2383117675781,503.3999938964844,507.04998779296875,500.1000061035156,500.1000061035156,24513
2022-11-28,490.8604736328125,498.95001220703125,505.95001220703125,495.54998779296875,505.95001220703125,27279
2022-11-29,484.66259765625,492.6499938964844,504.0,488.8999938964844,499.0,37311
2022-11-30,519.0459594726562,527.5999755859375,545.75,494.54998779296875,495.1499938964844,512085
2022-12-01,499.22265625,507.45001220703125,517.0,504.5,513.0999755859375,501451
2022-12-02,499.6653747558594,507.8999938964844,513.4500122070312,505.0,509.8999938964844,111024
2022-12-05,490.9588623046875,499.04998779296875,511.6000061035156,498.0,511.54998779296875,93483
2022-12-06,488.3026428222656,496.3500061035156,504.45001220703125,494.04998779296875,499.95001220703125,60549
2022-12-07,486.9744873046875,495.0,501.20001220703125,493.1000061035156,499.95001220703125,33326
2022-12-08,479.5469665527344,487.45001220703125,503.0,485.0,500.0,98876
2022-12-09,465.28204345703125,472.95001220703125,494.75,471.1000061035156,491.0,209859
2022-12-12,480.77667236328125,488.70001220703125,493.20001220703125,470.54998779296875,472.04998779296875,142290
2022-12-13,482.4983215332031,490.45001220703125,496.45001220703125,485.0,490.79998779296875,49884
2022-12-14,481.2193298339844,489.1499938964844,494.29998779296875,487.0,494.29998779296875,40714
2022-12-15,471.9717712402344,479.75,491.8500061035156,478.5,491.5,50210
2022-12-16,462.084716796875,469.70001220703125,480.0,468.79998779296875,480.0,163530
2022-12-19,450.8695373535156,458.29998779296875,472.79998779296875,451.8500061035156,470.8999938964844,272244
2022-12-20,463.216064453125,470.8500061035156,474.0,459.8500061035156,462.0,60317
2022-12-21,462.62579345703125,470.25,475.04998779296875,458.5,472.6000061035156,80061
2022-12-22,466.9052429199219,474.6000061035156,477.0,457.0,463.20001220703125,83844
2022-12-23,463.8063049316406,471.45001220703125,477.54998779296875,455.0,468.0,113659
2022-12-26,473.54583740234375,481.3500061035156,484.1000061035156,465.70001220703125,475.0,104910
2022-12-27,477.0382385253906,484.8999938964844,488.79998779296875,472.70001220703125,484.75,54700
2022-12-28,482.99017333984375,490.95001220703125,492.6000061035156,476.29998779296875,484.0,48464
2022-12-29,490.8112487792969,498.8999938964844,502.1000061035156,484.6499938964844,492.0,74653
2022-12-30,493.66424560546875,501.79998779296875,505.25,493.0,498.8999938964844,130851
2023-01-02,493.2215576171875,501.3500061035156,504.29998779296875,499.0,501.79998779296875,36440
2023-01-03,495.09075927734375,503.25,506.54998779296875,496.45001220703125,500.0,38075
2023-01-04,486.1874694824219,494.20001220703125,509.0,491.5,503.25,27460
2023-01-05,481.2193298339844,489.1499938964844,496.0,486.20001220703125,492.5,17589
2023-01-06,479.9404296875,487.8500061035156,492.0,485.6000061035156,488.70001220703125,14772
2023-01-09,487.5647888183594,495.6000061035156,502.3500061035156,486.20001220703125,488.0,25582
2023-01-10,479.25177001953125,487.1499938964844,495.6000061035156,486.0,495.6000061035156,22169
2023-01-11,475.2674560546875,483.1000061035156,491.95001220703125,480.0,486.29998779296875,31088
2023-01-12,475.85772705078125,483.70001220703125,488.95001220703125,480.0,484.79998779296875,22532
2023-01-13,470.6436462402344,478.3999938964844,486.04998779296875,477.95001220703125,484.8999938964844,33006
2023-01-16,473.2015075683594,481.0,484.6499938964844,477.70001220703125,480.04998779296875,16664
2023-01-17,476.0544738769531,483.8999938964844,488.0,478.45001220703125,481.20001220703125,18212
2023-01-18,479.20257568359375,487.1000061035156,497.29998779296875,482.79998779296875,483.70001220703125,90681
2023-01-19,481.46527099609375,489.3999938964844,493.5,484.79998779296875,487.1000061035156,39910
2023-01-20,479.5469665527344,487.45001220703125,491.75,483.3500061035156,491.75,40575
2023-01-23,478.7107238769531,486.6000061035156,492.25,481.79998779296875,491.45001220703125,23191
2023-01-24,472.2176818847656,480.0,486.70001220703125,476.6000061035156,482.3500061035156,19255
2023-01-25,466.3641662597656,474.04998779296875,483.20001220703125,468.6000061035156,480.04998779296875,48707
2023-01-27,458.49383544921875,466.04998779296875,477.20001220703125,462.1000061035156,474.20001220703125,41909
2023-01-30,449.8857421875,457.29998779296875,471.0,453.20001220703125,459.04998779296875,30684
2023-01-31,462.3798828125,470.0,473.8999938964844,457.04998779296875,457.04998779296875,21466
2023-02-01,458.4446716308594,466.0,499.0,458.3500061035156,485.0,136779
2023-02-02,449.8365478515625,457.25,477.45001220703125,452.6499938964844,452.6499938964844,82683
2023-02-03,438.2770690917969,445.5,460.3999938964844,445.0,459.95001220703125,96007
2023-02-06,423.1759338378906,430.1499938964844,454.29998779296875,429.0,447.95001220703125,270543
2023-02-07,411.6164245605469,418.3999938964844,435.45001220703125,417.6000061035156,430.25,149473
2023-02-08,408.5666809082031,415.29998779296875,423.8999938964844,414.25,420.6000061035156,103868
2023-02-09,401.5818176269531,408.20001220703125,421.95001220703125,406.6499938964844,420.0,116435
2023-02-10,400.7947998046875,407.3999938964844,414.8999938964844,406.0,409.45001220703125,141005
2023-02-13,387.31689453125,393.70001220703125,413.95001220703125,392.8999938964844,411.45001220703125,152391
2023-02-14,374.6752624511719,380.8500061035156,398.29998779296875,379.04998779296875,395.95001220703125,267401
2023-02-15,371.23199462890625,377.3500061035156,386.5,376.6499938964844,380.8500061035156,158254
2023-02-16,370.6908874511719,376.79998779296875,381.8999938964844,373.25,381.8999938964844,280183
2023-02-17,373.44549560546875,379.6000061035156,382.6000061035156,374.54998779296875,378.8999938964844,179222
2023-02-20,363.4600524902344,369.45001220703125,391.20001220703125,367.6499938964844,382.6000061035156,383389
2023-02-21,365.28009033203125,371.29998779296875,375.1000061035156,367.25,374.95001220703125,262947
2023-02-22,372.658447265625,378.79998779296875,380.0,367.54998779296875,367.54998779296875,142708
2023-02-23,367.7887268066406,373.8500061035156,383.79998779296875,371.04998779296875,381.0,77052
2023-02-24,370.2481994628906,376.3500061035156,377.3999938964844,372.04998779296875,373.0,39135
2023-02-27,368.03466796875,374.1000061035156,378.25,371.70001220703125,377.0,358724
2023-02-28,364.1979064941406,370.20001220703125,376.75,362.25,374.1000061035156,162043
2023-03-01,364.3454895019531,370.3500061035156,374.0,366.25,370.54998779296875,74294
2023-03-02,359.0330505371094,364.95001220703125,371.3999938964844,363.1000061035156,371.3999938964844,72872
2023-03-03,357.3114318847656,363.20001220703125,367.5,357.29998779296875,365.1499938964844,538956
2023-03-06,360.4103698730469,366.3500061035156,367.75,363.25,363.8999938964844,87186
2023-03-08,362.62384033203125,368.6000061035156,371.70001220703125,364.3500061035156,366.3500061035156,94551
2023-03-09,360.7054748535156,366.6499938964844,370.54998779296875,365.5,368.0,59429
2023-03-10,365.673583984375,371.70001220703125,380.0,360.25,365.0,72360
2023-03-13,356.2292175292969,362.1000061035156,376.5,359.3999938964844,374.95001220703125,726899
2023-03-14,353.13031005859375,358.95001220703125,365.79998779296875,356.75,364.45001220703125,116291
2023-03-15,360.21356201171875,366.1499938964844,369.54998779296875,360.1000061035156,360.1000061035156,80475
2023-03-16,359.1313781738281,365.04998779296875,367.70001220703125,363.29998779296875,365.8500061035156,43136
2023-03-17,360.65631103515625,366.6000061035156,368.1499938964844,363.54998779296875,368.1499938964844,34742
2023-03-20,365.13250732421875,371.1499938964844,372.5,362.79998779296875,367.45001220703125,56866
2023-03-21,362.9189758300781,368.8999938964844,375.0,364.04998779296875,375.0,74008
2023-03-22,362.96820068359375,368.95001220703125,373.75,363.54998779296875,371.95001220703125,96714
2023-03-23,357.9016418457031,363.79998779296875,368.8999938964844,362.20001220703125,368.8999938964844,68753
2023-03-24,352.5892028808594,358.3999938964844,365.3999938964844,356.54998779296875,365.3999938964844,90878
2023-03-27,350.08056640625,355.8500061035156,368.0,353.54998779296875,358.3999938964844,139325
2023-03-28,347.03082275390625,352.75,356.29998779296875,350.3500061035156,353.3500061035156,76949
2023-03-29,345.65350341796875,351.3500061035156,355.45001220703125,349.70001220703125,352.0,86964
2023-03-31,348.5556640625,354.29998779296875,360.0,350.1499938964844,355.0,114330
2023-04-03,356.67193603515625,362.54998779296875,366.0,354.29998779296875,355.0,51694
2023-04-05,367.8871154785156,373.95001220703125,378.45001220703125,361.1000061035156,365.70001220703125,186121
2023-04-06,373.6914367675781,379.8500061035156,382.20001220703125,372.0,375.8999938964844,87732
2023-04-10,378.3644714355469,384.6000061035156,388.29998779296875,365.0,382.29998779296875,48095
2023-04-11,373.8390197753906,380.0,398.0,378.25,398.0,65841
2023-04-12,369.264404296875,375.3500061035156,381.45001220703125,374.29998779296875,378.0,34372
2023-04-13,370.494140625,376.6000061035156,380.5,373.29998779296875,375.0,29344
2023-04-17,372.36334228515625,378.5,380.0,371.54998779296875,373.0,33372
2023-04-18,371.37957763671875,377.5,381.5,375.29998779296875,381.29998779296875,46001
2023-04-19,381.7093200683594,388.0,393.79998779296875,376.29998779296875,380.3999938964844,112990
2023-04-20,374.8719787597656,381.04998779296875,393.95001220703125,379.8500061035156,392.5,43156
2023-04-21,373.9373779296875,380.1000061035156,384.79998779296875,378.79998779296875,384.79998779296875,19751
2023-04-24,368.9692687988281,375.04998779296875,389.0,372.5,383.8999938964844,92952
2023-04-25,357.85247802734375,363.75,383.8500061035156,362.1000061035156,367.3500061035156,432131
2023-04-26,363.1157531738281,369.1000061035156,369.79998779296875,365.25,367.3999938964844,64818
2023-04-27,362.52545166015625,368.5,378.0,366.25,372.5,138903
2023-04-28,363.8536071777344,369.8500061035156,372.0,367.45001220703125,370.5,43248
2023-05-02,365.3784484863281,371.3999938964844,376.5,370.0,371.0,236910
2023-05-03,365.7227783203125,371.75,374.45001220703125,370.04998779296875,371.45001220703125,30538
2023-05-04,366.4114074707031,372.45001220703125,373.3999938964844,371.29998779296875,373.3999938964844,29445
2023-05-05,363.3125,369.29998779296875,374.5,368.54998779296875,374.5,32762
2023-05-08,362.7222595214844,368.70001220703125,372.29998779296875,368.0,369.45001220703125,24177
2023-05-09,363.5584716796875,369.54998779296875,371.45001220703125,367.95001220703125,368.70001220703125,25533
2023-05-10,359.7709045410156,365.70001220703125,372.0,360.04998779296875,372.0,44525
2023-05-11,361.9844055175781,367.95001220703125,370.25,365.79998779296875,366.1499938964844,32824
2023-05-12,362.9189758300781,368.8999938964844,369.95001220703125,365.5,367.95001220703125,27705
2023-05-15,362.2795104980469,368.25,371.95001220703125,365.54998779296875,368.8999938964844,24693
2023-05-16,361.64007568359375,367.6000061035156,370.75,366.0,368.25,29324
2023-05-17,355.49139404296875,361.3500061035156,370.3500061035156,359.1499938964844,369.8999938964844,73897
2023-05-18,349.5394592285156,355.29998779296875,363.79998779296875,353.3500061035156,361.5,58289
2023-05-19,351.0643615722656,356.8500061035156,362.8999938964844,353.45001220703125,354.5,55923
2023-05-22,359.1313781738281,365.04998779296875,372.45001220703125,359.8999938964844,359.95001220703125,96589
2023-05-23,358.7378845214844,364.6499938964844,367.95001220703125,363.04998779296875,366.8500061035156,43280
2023-05-24,356.72113037109375,362.6000061035156,366.25,360.5,363.54998779296875,56231
2023-05-25,358.83624267578125,364.75,366.20001220703125,361.95001220703125,363.29998779296875,31322
2023-05-26,355.93408203125,361.79998779296875,367.20001220703125,358.04998779296875,366.6000061035156,153302
2023-05-29,357.2130126953125,363.1000061035156,367.75,362.1000061035156,366.0,150765
2023-05-30,358.09844970703125,364.0,372.95001220703125,362.8500061035156,366.29998779296875,82708
2023-05-31,354.2616882324219,360.1000061035156,365.75,359.0,364.8500061035156,71925
2023-06-01,357.9016418457031,363.79998779296875,367.6499938964844,361.04998779296875,363.70001220703125,125576
2023-06-02,359.08221435546875,365.0,373.54998779296875,363.04998779296875,367.20001220703125,187812
2023-06-05,359.0330505371094,364.95001220703125,372.0,364.0,370.8999938964844,96172
2023-06-06,354.21246337890625,360.04998779296875,368.75,359.3999938964844,366.0,115421
2023-06-07,356.130859375,362.0,371.20001220703125,360.1000061035156,360.1000061035156,213143
2023-06-08,353.769775390625,359.6000061035156,365.6000061035156,358.79998779296875,364.95001220703125,119189
2023-06-09,352.9335632324219,358.75,362.5,358.1000061035156,359.95001220703125,124185
2023-06-12,354.21246337890625,360.04998779296875,365.6000061035156,359.1000061035156,363.0,60880
2023-06-13,354.8519592285156,360.70001220703125,364.79998779296875,359.6000061035156,360.95001220703125,133078
2023-06-14,360.3119201660156,366.25,375.25,360.0,363.79998779296875,466039
2023-06-15,362.8205871582031,368.79998779296875,371.54998779296875,365.8500061035156,366.25,120906
2023-06-16,361.64007568359375,367.6000061035156,379.0,365.1499938964844,371.79998779296875,225689
2023-06-19,362.96820068359375,368.95001220703125,373.0,365.1499938964844,369.79998779296875,94256
2023-06-20,361.7384338378906,367.70001220703125,374.0,366.8500061035156,371.0,95400
2023-06-21,375.5606384277344,381.75,387.5,368.1499938964844,369.0,667249
2023-06-22,379.8893127441406,386.1499938964844,396.75,384.8500061035156,384.8999938964844,591280
2023-06-23,378.6595764160156,384.8999938964844,397.5,381.8500061035156,391.95001220703125,264147
2023-06-26,371.62548828125,377.75,390.6499938964844,373.70001220703125,389.95001220703125,130362
2023-06-27,372.1174011230469,378.25,384.8999938964844,377.0,379.79998779296875,84915
2023-06-28,372.36334228515625,378.5,383.1499938964844,376.70001220703125,380.8999938964844,81340
2023-06-30,376.59356689453125,382.79998779296875,389.3999938964844,380.0,380.6000061035156,176247
2023-07-03,374.5276794433594,380.70001220703125,386.79998779296875,379.5,386.0,84313
2023-07-04,374.72442626953125,380.8999938964844,385.3500061035156,380.0,382.45001220703125,73572
2023-07-05,381.6601257324219,387.95001220703125,391.79998779296875,380.20001220703125,381.95001220703125,194472
2023-07-06,379.0531005859375,385.29998779296875,389.75,383.0,387.95001220703125,99554
2023-07-07,374.9703674316406,381.1499938964844,389.0,380.45001220703125,385.70001220703125,87202
2023-07-10,372.1174011230469,378.25,385.45001220703125,377.3999938964844,381.04998779296875,91640
2023-07-11,374.8227844238281,381.0,384.5,380.0,383.5,70700
2023-07-12,373.78985595703125,379.95001220703125,385.0,378.0,384.8999938964844,74427
2023-07-13,370.2481994628906,376.3500061035156,382.70001220703125,374.79998779296875,382.70001220703125,80564
2023-07-14,378.1481628417969,382.04998779296875,384.29998779296875,375.8999938964844,376.5,57626
2023-07-17,384.03741455078125,388.0,391.20001220703125,383.04998779296875,384.95001220703125,143265
2023-07-18,395.3704833984375,399.45001220703125,430.0,389.95001220703125,392.0,5431488
2023-07-19,396.3602600097656,400.45001220703125,413.6000061035156,398.25,402.29998779296875,635636
2023-07-20,404.278564453125,408.45001220703125,412.70001220703125,379.1499938964844,400.45001220703125,505325
2023-07-21,404.82293701171875,409.0,412.1000061035156,399.5,408.45001220703125,205493
2023-07-24,393.9847717285156,398.04998779296875,420.5,386.5,412.6499938964844,618734
2023-07-25,372.6053771972656,376.45001220703125,388.0,375.0,388.0,503590
2023-07-26,374.0900573730469,377.95001220703125,380.5,376.20001220703125,378.3999938964844,157599
2023-07-27,365.52838134765625,369.29998779296875,381.54998779296875,368.5,379.20001220703125,192656
2023-07-28,358.10498046875,361.79998779296875,372.54998779296875,361.04998779296875,371.5,187970
2023-07-31,354.6407165527344,358.29998779296875,364.45001220703125,355.8999938964844,363.54998779296875,273633
2023-08-01,359.83709716796875,363.54998779296875,366.6000061035156,359.0,362.0,243092
2023-08-02,353.848876953125,357.5,365.70001220703125,356.1499938964844,364.0,544642
2023-08-03,356.6697998046875,360.3500061035156,363.29998779296875,354.0,357.95001220703125,159328
2023-08-04,358.64935302734375,362.3500061035156,364.54998779296875,360.25,362.0,86487
2023-08-07,356.3233642578125,360.0,364.3500061035156,357.5,362.3500061035156,157147
2023-08-08,366.0727844238281,369.8500061035156,372.3999938964844,360.1499938964844,361.45001220703125,251021
2023-08-09,366.2212219238281,370.0,375.79998779296875,368.25,370.0,178544
2023-08-10,366.4686584472656,370.25,377.79998779296875,369.5,371.3999938964844,134223
2023-08-11,368.74517822265625,372.54998779296875,375.95001220703125,365.6000061035156,370.3999938964844,100369
2023-08-14,375.97064208984375,379.8500061035156,381.0,368.1000061035156,373.0,302985
2023-08-16,376.06964111328125,379.95001220703125,382.0,377.0,382.0,337288
2023-08-17,373.6941223144531,377.54998779296875,387.0,374.6499938964844,381.3999938964844,168410
2023-08-18,370.9721984863281,374.79998779296875,379.45001220703125,372.5,377.54998779296875,68225
2023-08-21,373.8426208496094,377.70001220703125,385.0,374.79998779296875,374.79998779296875,279113
2023-08-22,375.5252380371094,379.3999938964844,383.0,377.75,377.75,93564
2023-08-23,378.2966613769531,382.20001220703125,384.54998779296875,380.1499938964844,381.3999938964844,80482
2023-08-24,378.0491943359375,381.95001220703125,389.29998779296875,380.0,384.45001220703125,191175
2023-08-25,380.0782470703125,384.0,395.0,379.20001220703125,380.0,282466
