Security Name,Ticker
NIIT LIMITED EQ NEW RS. 2/- EQ NEW RS. 2/-,NIITLTD.NS
JET AIRWAYS (INDIA) LIMITED EQ,JETAIRWAYS.NS
KEC INTERNATIONAL LIMITED EQ NEW F.V. RS.2/- EQ NEW F.V. RS.2/-,KEC.NS
IFCI LIMITED EQ EQ,IFCI.NS
ZEN TECHNOLOGIES LIMITED EQ NEW FV RE. 1/- EQ NEW FV RE. 1/-,ZENTEC.NS
INDIAN BANK EQ EQ,INDBANK.NS
OSWAL GREENTECH LIMITED EQ,OSWALGREEN.NS
SOBHA LIMITED EQ EQ,SOBHA.NS
FEDBANK FINANCIAL SERVICES LIMITED EQ EQ,FEDFINA.NS
CASTROL INDIA LIMITED EQ NEW FV RS. 5/-,CASTROLIND.NS
NHPC LIMITED EQ EQ,NHPC.NS
UNO MINDA LIMITED EQ NEW FV RS. 2/- EQ NEW FV RS. 2/-,UNOMINDA.NS
ZYDUS WELLNESS LIMITED EQ NEW FV Rs.2/- EQ NEW FV Rs.2/-,ZYDUSWELL.NS
THE KARNATAKA BANK LIMITED EQ EQ,KTKBANK.NS
GUJARAT PIPAVAV PORT LIMITED EQ,GPPL.NS
AMBUJA CEMENTS LIMITED EQ NEW FV RS. 2/- EQ NEW FV RS. 2/-,AMBUJACEM.NS
SPL INDUSTRIES LIMITED EQ,SPL.BO
W S INDUSTRIES (INDIA) LIMITED EQ EQ,WSI.NS
THE SHIPPING CORPORATION OF INDIA LIMITED EQ EQ,SCI.NS
POLYCAB INDIA LIMITED EQ EQ,POLYCAB.NS
AWL AGRI BUSINESS LIMITED EQ NEW FV Re.1/- EQ NEW FV Re.1/-,AWL.NS
STERLITE TECHNOLOGIES LIMITED EQ NEW F.V. RS.2/- EQ NEW F.V. RS.2/-,STLTECH.NS
INDOSTAR CAPITAL FINANCE LIMITED EQ EQ,INDOSTAR.NS
PTC INDIA FINANCIAL SERVICES LIMITED SR-2  OP-III  9.15 BD 30MR27 FVRS5000,PTC.NS
ORIENT GREEN POWER COMPANY LIMITED EQ EQ,GREENPOWER.NS
RELIANCE INFRASTRUCTURE LIMITED EQ,RELINFRA.NS
ARVIND SMARTSPACES LIMITED EQ NEW FV RS. 10/- EQ NEW FV RS. 10/-,ARVIND.NS
MPHASIS LIMITED EQ EQ,MPHASIS.NS
ZEE LEARN LIMITED EQ EQ,ZEELEARN.NS
INDIAN RAILWAY FINANCE CORPORATION LIMITED EQ,IRFC.NS
PRECISION WIRES INDIA LIMITED EQ NEW FV Re.1/- EQ NEW FV Re.1/-,PRECISION.NS
JINDAL STEEL LIMITED EQ. NEW RS.1 EQ. NEW RS.1,JSL.NS
ASTRA MICROWAVE PRODUCTS LIMITED EQ NEW FV RS.2/- EQ NEW FV RS.2/-,ASTRAMICRO.NS
JYOTHY LABS LIMITED EQ NEW RE. 1/- EQ NEW RE. 1/-,JYOTHYLAB.NS
ROYALE MANOR HOTELS AND INDUSTRIES LIMITED EQ EQ,ROHLTD.NS
HCL TECHNOLOGIES LIMITED EQ F.V. RS.2/-,HCLTECH.NS
SJVN LIMITED EQ EQ,SJVN.NS
BODAL CHEMICALS LIMITED EQ NEW F.V RS.2/- EQ NEW F.V RS.2/-,BODALCHEM.NS
VISHAL MEGA MART LIMITED EQ EQ,VISHAL.BO
THANGA MAYIL JEWELLERY LIMITED EQ EQ,THANGAMAYL.NS
HDFC MUTUAL FUND MANUFACTURING FD-REGULAR PL-GRWTH MANUFACTURING FD-REGULAR PL-GRWTH,HFCL.NS
SALZER ELECTRONICS LIMITED EQ EQ,SALZERELEC.NS
ARVIND LIMITED EQ EQ,ARVIND.NS
CROMPTON GREAVES CONSUMER ELECTRICALS LIMITED EQ EQ,CROMPTON.NS
DLF LIMITED EQ NEW FV RS.2/-,DLF.NS
HIMATSINGKA SEIDE LIMITED EQ NEW FV RS.5/- EQ NEW FV RS.5/-,HIMATSEIDE.NS
DISHMAN CARBOGEN AMCIS LIMITED EQ EQ,DCAL.NS
ALLCARGO LOGISTICS LIMITED EQ NEW EQ NEW,ALLCARGO.NS
POLYPLEX CORPORATION LTD.,POLYPLEX.NS
BHARAT PETROLEUM CORPORATION LIMITED EQ EQ,BPCL.NS
ENERGY DEVELOPMENT COMPANY LIMITED EQ,ENERGYDEV.NS
GENERAL INSURANCE CORPORATION OF INDIA EQ,GICRE.NS
JAIPRAKASH ASSOCIATES LIMITED EQ. NEW RS. 2,JPASSOCIAT.NS
ICICI BANK LIMITED EQ NEW FV RS. 2/- EQ NEW FV RS. 2/-,ICICIBANK.NS
HARSHA ENGINEERS INTERNATIONAL LIMITED EQ NEW FV RS.10/-,HARSHA.NS
WAAREE ENERGIES LIMITED EQ EQ,WAAREE.BO
TRENT LIMITED EQ NEW FV Re. 1/- EQ NEW FV Re. 1/-,TRENT.NS
HDFC BANK LIMITED EQ NEW FV RE. 1/- EQ NEW FV RE. 1/-,HDFCBANK.NS
HDFC MUTUAL FUND TECHNOLOGY FD -RG PL-GR,HFCL.NS
MAX ESTATES LIMITED EQ EQ,MAXESTATES.NS
ASIAN GRANITO INDIA LIMITED EQ EQ,ASIANTILES.NS
RASHTRIYA CHEMICALS AND FERTILIZERS LIMITED EQ EQ,RCF.NS
PARSVNATH DEVELOPERS LIMITED EQ NEW,PARSVNATH.NS
APOLLO HOSPITALS ENTERPRISE LIMITED EQ NEW F.V. RS.5/-,APOLLOHOSP.NS
MERCATOR LIMITED EQ NEW FV RS. 1/- EQ NEW FV RS. 1/-,MERCATOR.NS
ADITYA BIRLA LIFESTYLE BRANDS LIMITED EQ EQ,ABFRL.NS
UJJIVAN SMALL FINANCE BANK LIMITED EQ EQ,UJJIVANSFB.NS
ADITYA BIRLA REAL ESTATE LIMITED EQ EQ,ABREL.NS
ITC HOTELS LIMITED EQ EQ,ITC.NS
CONTAINER CORPORATION OF INDIA,CONCOR.NS
BEML LAND ASSETS LIMITED EQ,BLAL.NS
BANK OF MAHARASHTRA EQ EQ,MAHABANK.NS
KALYAN JEWELLERS INDIA LIMITED EQ EQ,KALYANKJIL.NS
CYIENT LIMITED EQ NEW FV RS.5/- EQ NEW FV RS.5/-,CYIENT.NS
MOTHERSON SUMI WIRING INDIA LIMITED EQ EQ,MSUMI.NS
MAHINDRA LIFESPACE DEVELOPERS LIMITED EQ EQ,MAHLIFE.NS
SHRIRAM PISTONS & RINGS LIMITED EQ,SHRIPISTON.NS
TATA ELXSI LIMITED EQ EQ,TATAELXSI.NS
ARVIND REMEDIES LIMITED EQ NEW FV RS.10/,ARVIND.NS
GUJARAT ALKALIES AND CHEMICALS LIMITED EQ EQ,GUJALKALI.NS
CHAMBAL FERTILISERS AND CHEMICALS LIMITED EQ EQ,CHAMBLFERT.NS
INDIAN RENEWABLE ENERGY DEVELOPMENT AGENCY LIMITED EQ EQ,IREDA.NS
EMKAY GLOBAL FINANCIAL SERVICES LIMITED EQ EQ,EMKAY.NS
POWER GRID CORPORATION OF INDIA LIMITED EQ,POWERGRID.NS
HDFC LIFE INSURANCE COMPANY LIMITED EQ EQ,HDFCLIFE.NS
SUN TV NETWORK LIMITED EQ NEW RS. 5/-,SUNTV.NS
JAI CORP LIMITED EQ NEW RE.1/- EQ NEW RE.1/-,JAICORPLTD.NS
LAMBODHARA TEXTILES LIMITED EQ NEW RS. 5/- EQ NEW RS. 5/-,LAMBODHARA.NS
HERO MOTOCORP LIMITED EQ FV RS 2 EQ FV RS 2,HEROMOTOCO.NS
GAIL (INDIA) LIMITED EQ,GAIL.NS
IOL CHEMICALS AND PHARMACEUTICALS LIMITED EQ NEW FV Rs.2/- EQ NEW FV Rs.2/-,IOLCP.NS
BAJAJ FINSERV LIMITED EQ NEW FV RE.1/- EQ NEW FV RE.1/-,BAJAJFINSV.NS
ALLCARGO GATI LIMITED EQ NEW FV RS.2/- EQ NEW FV RS.2/-,ALLCARGO.NS
GATEWAY DISTRIPARKS LIMITED EQ,GATEWAY.NS
THE INDIAN HOTELS COMPANY LIMITED EQ NEW FV RE.1/- EQ NEW FV RE.1/-,INDHOTEL.NS
D. B. CORP LIMITED EQ. EQ.,DBCORP.NS
HPL ELECTRIC & POWER LIMITED EQ,HPL.NS
APCOTEX INDUSTRIES LIMITED EQ NEW FV RS. 2/-,APCOTEXIND.NS
ANAND RATHI SHARE AND STOCK BROKERS LIMITED ANAND RATHI SHA ANAND RATHI SHA,ANANDRATHI.NS
CITY UNION BANK LIMITED EQ NEW RS. 1/- EQ NEW RS. 1/-,CUB.NS
UCO BANK EQ EQ,UCOBANK.NS
ADANI TOTAL GAS LIMITED EQ NEW FV RE. 1/-,ATGL.NS
REDINGTON LIMITED EQ NEW F.V. RS.2/- EQ NEW F.V. RS.2/-,REDINGTON.NS
PUNJAB NATIONAL BANK EQ NEW FV RS. 2/-,PNB.NS
APOLLO MICRO SYSTEMS LIMITED EQ NEW FV RE 1/- EQ NEW FV RE 1/-,APOLLO.NS
INDRAPRASTHA GAS LIMITED EQ NEW FV RS.2/- EQ NEW FV RS.2/-,IGL.NS
POWER FINANCE CORPORATION LIMITED EQ EQ,PFC.NS
V I P INDUSTRIES LIMITED EQ NEW FV RS. 2/- EQ NEW FV RS. 2/-,VIPIND.NS
LARSEN AND TOUBRO LIMITED EQ NEW FV RS.2/- EQ NEW FV RS.2/-,LT.NS
RAYMOND LIFESTYLE LIMITED EQ NEW FV RS 2/- EQ NEW FV RS 2/-,RAYMOND.NS
ROSSARI BIOTECH LTD.,ROSSARI.NS
DATA PATTERNS (INDIA) LIMITED EQ EQ,DATAPATTNS.NS
RAIL VIKAS NIGAM LIMITED EQ,RVNL.NS
WANBURY LIMITED EQ NEW FV RS.10/- EQ NEW FV RS.10/-,WANBURY.NS
KEWAL KIRAN CLOTHING LIMITED EQ,KKCL.NS
PARAS PETROFILS LIMITED EQ NEW FV RE. 1/-,PARAS.NS
MISHRA DHATU NIGAM LIMITED EQ,MIDHANI.NS
SMS LIFESCIENCES INDIA LIMITED EQ,SMSLIFE.NS
CYIENT DLM LIMITED EQ EQ,CYIENT.NS
TCI EXPRESS LIMITED EQ EQ,TCI.NS
AARTI DRUGS LIMITED EQ EQ,AARTIDRUGS.NS
PETRONET LNG LIMITED EQ,PETRONET.NS
PIDILITE INDUSTRIES LIMITED EQ NEW FV RE.1/- EQ NEW FV RE.1/-,PIDILITIND.NS
MANGALORE REFINERY AND PETROCHEMICALS LIMITED EQ,MRPL.NS
STATE BANK OF INDIA EQ NEW RE. 1/- EQ NEW RE. 1/-,SBIN.NS
CSB BANK LTD.,CSBBANK.NS
EMBASSY DEVELOPMENTS LIMITED EQ EQ,EMBASSY.NS
FIRSTSOURCE SOLUTIONS LIMITED EQ,FSL.NS
BANK OF BARODA EQ NEW FV RS. 2/-,BANKBARODA.NS
WIPRO LIMITED EQ F.V. RS. 2 EQ F.V. RS. 2,WIPRO.NS
HDFC ASSET MANAGEMENT COMPANY LIMITED EQ NEW FV RS. 5/- EQ NEW FV RS. 5/-,HDFCAMC.NS
NTPC GREEN ENERGY LIMITED EQ EQ,NTPC.NS
EPIGRAL LIMITED EQ EQ,EPIGRAL.NS
JIO FINANCIAL SERVICES LIMITED EQ EQ,JIOFIN.NS
SBI LIFE INSURANCE COMPANY LIMITED EQ EQ,SBILIFE.NS
POWER MECH PROJECTS LIMITED EQ EQ,POWERMECH.NS
BEML LIMITED EQ,BEML.NS
SUZLON ENERGY LIMITED EQ. NEW RS. 2/- EQ. NEW RS. 2/-,SUZLON.NS
