Date,Close
2024-04-30,115.40093231201172
2024-05-31,108.7686996459961
2024-06-30,117.63717651367188
2024-07-31,134.70706176757812
2024-08-31,123.29120635986328
2024-09-30,116.46128845214844
2024-10-31,105.51579284667969
2024-11-30,107.37760925292969
2024-12-31,108.94544982910156
2025-01-31,109.21981811523438
2025-02-28,89.03385162353516
2025-03-31,84.22252655029297
2025-04-30,85.51599884033203
2025-05-31,99.49919891357422
2025-06-30,96.56929779052734
2025-07-31,89.1500015258789
2025-08-31,85.80999755859375
2025-09-30,84.52999877929688
2025-10-31,85.73999786376953
