Date,Close
2024-04-30,135.47767639160156
2024-05-31,124.33592987060547
2024-06-30,119.78890228271484
2024-07-31,120.45946502685547
2024-08-31,113.28729248046875
2024-09-30,104.19087982177734
2024-10-31,95.14305877685547
2024-11-30,101.94593048095703
2024-12-31,99.88562774658203
2025-01-31,98.3501205444336
2025-02-28,84.92902374267578
2025-03-31,93.42289733886719
2025-04-30,97.38800048828125
2025-05-31,102.84001922607422
2025-06-30,110.5
2025-07-31,105.37999725341797
2025-08-31,100.87999725341797
2025-09-30,112.83000183105469
2025-10-31,117.66999816894531
