Date,Close
2024-04-30,343.4865417480469
2024-05-31,397.76690673828125
2024-06-30,401.3026123046875
2024-07-31,398.4298400878906
2024-08-31,417.804931640625
2024-09-30,477.99761962890625
2024-10-31,432.6826477050781
2024-11-30,422.8457946777344
2024-12-31,421.98760986328125
2025-01-31,419.0917663574219
2025-02-28,374.7994384765625
2025-03-31,439.9798889160156
2025-04-30,398.0137634277344
2025-05-31,413.53741455078125
2025-06-30,444.4751281738281
2025-07-31,410.5258483886719
2025-08-31,420.6499938964844
2025-09-30,465.79998779296875
2025-10-31,475.6499938964844
