Date,Close
2024-04-30,1599.5120849609375
2024-05-31,1713.261962890625
2024-06-30,2081.41259765625
2024-07-31,2535.00830078125
2024-08-31,2585.078857421875
2024-09-30,2403.35400390625
2024-10-31,2443.650146484375
2024-11-30,2466.537353515625
2024-12-31,2883.520263671875
2025-01-31,2450.4462890625
2025-02-28,2298.14892578125
2025-03-31,2698.0654296875
2025-04-30,2721.488037109375
2025-05-31,3116.611572265625
2025-06-30,3181.54296875
2025-07-31,2872.79736328125
2025-08-31,2674.60009765625
2025-09-30,2350.89990234375
2025-10-31,2569.300048828125
