Date,Close
2024-04-30,35.650001525878906
2024-05-31,31.100000381469727
2024-06-30,35.900001525878906
2024-07-31,40.91999816894531
2024-08-31,48.4900016784668
2024-09-30,58.689998626708984
2024-10-31,45.18000030517578
2024-11-30,50.880001068115234
2024-12-31,47.40999984741211
2025-01-31,46.439998626708984
2025-02-28,34.47999954223633
2025-03-31,35.689998626708984
2025-04-30,40.2599983215332
2025-05-31,40.709999084472656
2025-06-30,45.689998626708984
2025-07-31,42.720001220703125
2025-08-31,40.02000045776367
2025-09-30,41.06999969482422
2025-10-31,38.5
