Date,Close
2024-04-30,390.95001220703125
2024-05-31,404.8500061035156
2024-06-30,495.45001220703125
2024-07-31,455.75
2024-08-31,459.95001220703125
2024-09-30,397.75
2024-10-31,418.8999938964844
2024-11-30,379.1499938964844
2024-12-31,379.95001220703125
2025-01-31,292.8500061035156
2025-02-28,240.10000610351562
2025-03-31,247.14999389648438
2025-04-30,233.0399932861328
2025-05-31,265.3900146484375
2025-06-30,297.70001220703125
2025-07-31,289.8500061035156
2025-08-31,287.6000061035156
2025-09-30,263.25
2025-10-31,270.79998779296875
