Date,Close
2024-04-30,307.6921691894531
2024-05-31,368.5372009277344
2024-06-30,361.40765380859375
2024-07-31,373.2436218261719
2024-08-31,397.9682922363281
2024-09-30,366.7657470703125
2024-10-31,367.6064147949219
2024-11-30,374.529296875
2024-12-31,405.8801574707031
2025-01-31,334.22808837890625
2025-02-28,335.41485595703125
2025-03-31,311.6791687011719
2025-04-30,359.79339599609375
2025-05-31,353.9583740234375
2025-06-30,348.9145202636719
2025-07-31,316.04998779296875
2025-08-31,280.8500061035156
2025-09-30,303.8500061035156
2025-10-31,306.95001220703125
