Date,Close
2024-04-30,491.4912109375
2024-05-31,442.35205078125
2024-06-30,493.8311767578125
2024-07-31,593.2047729492188
2024-08-31,708.5
2024-09-30,662.0999755859375
2024-10-31,599.6500244140625
2024-11-30,622.4000244140625
2024-12-31,656.0
2025-01-31,462.8999938964844
2025-02-28,296.1499938964844
2025-03-31,287.1499938964844
2025-04-30,282.45001220703125
2025-05-31,285.6499938964844
2025-06-30,370.45001220703125
2025-07-31,310.45001220703125
2025-08-31,289.20001220703125
2025-09-30,301.3999938964844
2025-10-31,330.3999938964844
