Date,Close
2024-04-30,193.14999389648438
2024-05-31,179.14999389648438
2024-06-30,200.55999755859375
2024-07-31,229.4499969482422
2024-08-31,250.52999877929688
2024-09-30,273.29998779296875
2024-10-31,241.75
2024-11-30,279.760009765625
2024-12-31,278.04998779296875
2025-01-31,220.35000610351562
2025-02-28,222.10000610351562
2025-03-31,201.6999969482422
2025-04-30,232.52000427246094
2025-05-31,238.30999755859375
2025-06-30,264.1499938964844
2025-07-31,307.79998779296875
2025-08-31,313.95001220703125
2025-09-30,325.5
2025-10-31,338.1000061035156
