Security Name,Ticker
COMPUTER AGE MANAGEMENT SERVICES LIMITED EQ EQ,CAMS.NS
PARAS PETROFILS LIMITED EQ NEW FV RE. 1/-,PARAS.NS
RELIANCE INDUSTRIAL INFRASTRUCTURE LIMITED EQ,RIIL.NS
EXIDE INDUSTRIES LIMITED EQ NEW FV RE.1/- EQ NEW FV RE.1/-,EXIDEIND.NS
HAPPIEST MINDS TECHNOLOGIES LIMITED EQ EQ,HAPPSTMNDS.NS
L&T TECHNOLOGY SERVICES LIMITED EQ EQ,LTTS.NS
LATENT VIEW ANALYTICS LIMITED EQ EQ,LATENTVIEW.NS
NARAYANA HRUDAYALAYA LIMITED EQ EQ,NH.NS
PROTEAN EGOV TECHNOLOGIES LIMITED EQ NEW FV RS.10/- EQ NEW FV RS.10/-,PROTEAN.BO
QUICK HEAL TECHNOLOGIES LIMITED EQ EQ,QUICKHEAL.NS
THE KARNATAKA BANK LIMITED EQ EQ,KTKBANK.NS
LAMBODHARA TEXTILES LIMITED EQ NEW RS. 5/- EQ NEW RS. 5/-,LAMBODHARA.NS
THYROCARE TECHNOLOGIES LIMITED EQ EQ,THYROCARE.NS
ACCENTIA TECHNOLOGIES LIMITED EQ,TATATECH.NS
MERCATOR LIMITED EQ NEW FV RS. 1/- EQ NEW FV RS. 1/-,MERCATOR.NS
BEML LAND ASSETS LIMITED EQ,BLAL.NS
BEML LIMITED EQ,BEML.NS
KEWAL KIRAN CLOTHING LIMITED EQ,KKCL.NS
MAHINDRA LIFESPACE DEVELOPERS LIMITED EQ EQ,MAHLIFE.NS
PVR INOX LIMITED EQ EQ,PVRINOX.NS
TANLA PLATFORMS LIMITED EQ NEW RE.1/- EQ NEW RE.1/-,TANLA.NS
TRENT LIMITED EQ NEW FV Re. 1/- EQ NEW FV Re. 1/-,TRENT.NS
CENTURY ENKA LIMITED EQ,CENTENKA.NS
DATAMATICS GLOBAL SERVICES LIMITED EQ EQ,DATAMATICS.NS
RAYMOND LIFESTYLE LIMITED EQ NEW FV RS 2/- EQ NEW FV RS 2/-,RAYMOND.NS
RAYMOND LIMITED EQ,RAYMOND.NS
RAYMOND REALTY LIMITED EQ EQ,RAYMOND.NS
S.A.L STEEL LIMITED EQ,SALSTEEL.NS
SOBHA LIMITED EQ EQ,SOBHA.NS
TCFC FINANCE LIMITED EQ,TCIFINANCE.NS
ARVIND REMEDIES LIMITED EQ NEW FV RS.10/,ARVIND.NS
GITANJALI GEMS LIMITED EQ,GITANJALI.NS
PLETHICO PHARMACEUTICALS LIMITED EQ,APLLTD.NS
HEMISPHERE PROPERTIES INDIA LIMITED EQ EQ,HEMIPROP.NS
ISGEC HEAVY ENGINEERING LIMITED EQ NEW FV RS 1 /,ISGEC.NS
MOTHERSON SUMI WIRING INDIA LIMITED EQ EQ,MSUMI.NS
NATIONAL FERTILIZERS LIMITED EQ,NFL.NS
ALEMBIC PHARMACEUTICALS LIMITED EQ,APLLTD.NS
APOLLO HOSPITALS ENTERPRISE LIMITED EQ NEW F.V. RS.5/-,APOLLOHOSP.NS
BRITANNIA INDUSTRIES LTD EQ NEW FV RS 1 EQ NEW FV RS 1,BRITANNIA.NS
TATA ELXSI LIMITED EQ EQ,TATAELXSI.NS
HERO MOTOCORP LIMITED EQ FV RS 2 EQ FV RS 2,HEROMOTOCO.NS
POLYCAB INDIA LIMITED EQ EQ,POLYCAB.NS
R SYSTEMS INTERNATIONAL LIMITED EQ NEW FV Re.1/- EQ NEW FV Re.1/-,RSYSTEMS.NS
RATTANINDIA POWER LIMITED EQ,RTNPOWER.NS
AVENUE SUPERMARTS LIMITED EQ,DMART.NS
MAX ESTATES LIMITED EQ EQ,MAXESTATES.NS
MAX HEALTHCARE INSTITUTE LIMITED EQ EQ,MAXHEALTH.NS
PROCTER & GAMBLE HEALTH LIMITED EQ,PGHL.NS
SUN PHARMA ADVANCED RESEARCH COMPANY LIMITED EQ,SPARC.NS
ASTER DM HEALTHCARE LIMITED EQ EQ,ASTERDM.NS
EDUCOMP SOLUTIONS LIMITED EQ NEW F.V. RS.2/-,EDUCOMP.NS
ETERNAL LIMITED EQ EQ,ETERNAL.NS
GOPAL SNACKS LIMITED EQ NEW FV RE. 1/- EQ NEW FV RE. 1/-,GOPAL.NS
INFIBEAM AVENUES LIMITED EQ NEW FV RE. 1/- EQ NEW FV RE. 1/-,INFIBEAM.NS
ORIENT GREEN POWER COMPANY LIMITED EQ EQ,GREENPOWER.NS
SASTASUNDAR VENTURES LIMITED EQ,SASTASUNDR.NS
SHANTI GOLD INTERNATIONAL LIMITED EQ EQ,SHANTI.NS
WINSOME DIAMONDS AND JEWELLERY LIMITED EQ,WINSOME.NS
GRASIM INDUSTRIES LTD EQ NEW FV RS. 2/- EQ NEW FV RS. 2/-,GRASIM.NS
NTPC LIMITED SR-1B 7.36 BD 05OT25 FVRS1000,NTPC.NS
APOLLO MICRO SYSTEMS LIMITED EQ NEW FV RE 1/- EQ NEW FV RE 1/-,APOLLO.NS
IGARASHI MOTORS INDIA LIMITED EQ,IGARASHI.NS
KALYAN JEWELLERS INDIA LIMITED EQ EQ,KALYANKJIL.NS
TRIVENI ENGINEERING AND INDUSTRIES LIMITED EQ NEW FV RS 1/- EQ NEW FV RS 1/-,TRIVENI.NS
TRIVENI TURBINE LIMITED EQ EQ,TRIVENI.NS
VESUVIUS INDIA LIMITED EQ NEW FV RE.1/- EQ NEW FV RE.1/-,VESUVIUS.NS
WANBURY LIMITED EQ NEW FV RS.10/- EQ NEW FV RS.10/-,WANBURY.NS
PTC INDIA FINANCIAL SERVICES LIMITED SR-2  OP-III  9.15 BD 30MR27 FVRS5000,PTC.NS
EMKAY GLOBAL FINANCIAL SERVICES LIMITED EQ EQ,EMKAY.NS
GOKUL AGRO RESOURCES LIMITED EQ NEW FV RE.1/- EQ NEW FV RE.1/-,GOKUL.NS
GOKUL REFOILS AND SOLVENT LIMITED EQ NEW F.V. RS.2/-,GOKUL.NS
KERNEX MICROSYSTEMS (INDIA) LIMITED EQ EQ,KERNEX.NS
SPL INDUSTRIES LIMITED EQ,SPL.BO
SUN TV NETWORK LIMITED EQ NEW RS. 5/-,SUNTV.NS
