Date,Close
2024-04-30,984.2588500976562
2024-05-31,1550.23681640625
2024-06-30,1589.3076171875
2024-07-31,1453.4310302734375
2024-08-31,1296.9490966796875
2024-09-30,1155.5562744140625
2024-10-31,1081.1424560546875
2024-11-30,1145.5946044921875
2024-12-31,1118.548583984375
2025-01-31,1300.0008544921875
2025-02-28,975.0062255859375
2025-03-31,1280.8826904296875
2025-04-30,1528.982421875
2025-05-31,2014.686279296875
2025-06-30,1942.41552734375
2025-07-31,1618.346435546875
2025-08-31,1435.120361328125
2025-09-30,1493.199951171875
2025-10-31,1541.699951171875
