Date,Close
2024-04-30,540.4321899414062
2024-05-31,459.4643249511719
2024-06-30,481.6322937011719
2024-07-31,614.229736328125
2024-08-31,708.328369140625
2024-09-30,636.4351196289062
2024-10-31,722.617431640625
2024-11-30,765.6837158203125
2024-12-31,712.3113403320312
2025-01-31,653.7611694335938
2025-02-28,522.1725463867188
2025-03-31,492.6484375
2025-04-30,444.2051086425781
2025-05-31,480.500244140625
2025-06-30,483.1390075683594
2025-07-31,573.4000244140625
2025-08-31,478.75
2025-09-30,499.20001220703125
2025-10-31,515.2999877929688
