Date,Close
2024-04-30,21.920000076293945
2024-05-31,20.280000686645508
2024-06-30,21.969999313354492
2024-07-31,37.79999923706055
2024-08-31,36.36000061035156
2024-09-30,32.380001068115234
2024-10-31,28.43000030517578
2024-11-30,29.600000381469727
2024-12-31,33.38999938964844
2025-01-31,31.600000381469727
2025-02-28,24.06999969482422
2025-03-31,28.559999465942383
2025-04-30,27.229999542236328
2025-05-31,30.010000228881836
2025-06-30,36.75
2025-07-31,35.7599983215332
2025-08-31,33.77000045776367
2025-09-30,29.3799991607666
2025-10-31,29.139999389648438
