Date,Close
2024-04-30,325.3937683105469
2024-05-31,299.0199279785156
2024-06-30,323.25396728515625
2024-07-31,330.8675842285156
2024-08-31,359.72955322265625
2024-09-30,358.29547119140625
2024-10-31,310.1796569824219
2024-11-30,324.51947021484375
2024-12-31,331.9642028808594
2025-01-31,249.77256774902344
2025-02-28,196.33053588867188
2025-03-31,232.7246856689453
2025-04-30,232.40492248535156
2025-05-31,250.50204467773438
2025-06-30,317.37457275390625
2025-07-31,317.6243896484375
2025-08-31,266.4107666015625
2025-09-30,291.95001220703125
2025-10-31,287.79998779296875
