Date,Close
2024-04-30,440.70306396484375
2024-05-31,396.4815979003906
2024-06-30,424.6136474609375
2024-07-31,455.7156066894531
2024-08-31,456.7476501464844
2024-09-30,415.0240783691406
2024-10-31,385.83233642578125
2024-11-30,366.0271301269531
2024-12-31,367.3540344238281
2025-01-31,336.2947998046875
2025-02-28,324.8798828125
2025-03-31,329.8711853027344
2025-04-30,302.88848876953125
2025-05-31,361.6969909667969
2025-06-30,399.54998779296875
2025-07-31,427.5
2025-08-31,388.29998779296875
2025-09-30,396.6499938964844
2025-10-31,359.54998779296875
