Date,Close
2024-04-30,796.6266479492188
2024-05-31,814.005126953125
2024-06-30,832.239013671875
2024-07-31,855.2274169921875
2024-08-31,799.5454711914062
2024-09-30,772.3907470703125
2024-10-31,804.054931640625
2024-11-30,822.4358520507812
2024-12-31,779.3019409179688
2025-01-31,757.68603515625
2025-02-28,675.241455078125
2025-03-31,756.3135375976562
2025-04-30,773.1259765625
2025-05-31,812.2999877929688
2025-06-30,820.3499755859375
2025-07-31,796.5499877929688
2025-08-31,802.5
2025-09-30,872.4500122070312
2025-10-31,907.8499755859375
