Date,Close
2024-04-30,501.68182373046875
2024-05-31,503.31402587890625
2024-06-30,564.6949462890625
2024-07-31,565.8820190429688
2024-08-31,592.9240112304688
2024-09-30,607.58984375
2024-10-31,548.62939453125
2024-11-30,540.0578002929688
2024-12-31,496.4568176269531
2025-01-31,598.2750244140625
2025-02-28,627.2102661132812
2025-03-31,630.4803466796875
2025-04-30,663.8251953125
2025-05-31,622.2060546875
2025-06-30,655.2536010742188
2025-07-31,703.7999877929688
2025-08-31,715.75
2025-09-30,655.7999877929688
2025-10-31,680.9500122070312
