Date,Close
2024-04-30,400.7248840332031
2024-05-31,410.77288818359375
2024-06-30,467.2162170410156
2024-07-31,559.7968139648438
2024-08-31,720.6775512695312
2024-09-30,564.7252807617188
2024-10-31,458.81195068359375
2024-11-30,480.1405334472656
2024-12-31,421.5664978027344
2025-01-31,411.4861145019531
2025-02-28,341.4236755371094
2025-03-31,385.3096008300781
2025-04-30,409.22021484375
2025-05-31,425.2104187011719
2025-06-30,432.6326904296875
2025-07-31,438.36126708984375
2025-08-31,388.8463439941406
2025-09-30,413.79998779296875
2025-10-31,406.6000061035156
